table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_trajectories,n_timebins,n_units,true_candidate_index,true_image_id,true_trajectory_index,nearest_trajectory_index,nearest_trajectory_distance,kalman_alpha,kalman_process_var,observation_model,time_smoothing_sigma,time_shrinkage,continuous_score_mode,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,basis_source,basis_dim,known_pred_candidate_index,known_pred_image_id,known_correct,known_true_rank,known_true_margin,known_true_score,zero_pred_candidate_index,zero_pred_image_id,zero_correct,zero_true_rank,zero_true_margin,zero_true_score,joint_pred_candidate_index,joint_pred_image_id,joint_correct,joint_true_rank,joint_true_margin,joint_true_score,best_single_tau_pred_candidate_index,best_single_tau_pred_image_id,best_single_tau_correct,best_single_tau_true_rank,best_single_tau_true_margin,best_single_tau_true_score,continuous_joint_pred_candidate_index,continuous_joint_pred_image_id,continuous_joint_correct,continuous_joint_true_rank,continuous_joint_true_margin,continuous_joint_true_score,continuous_joint_minus_zero_true_score,continuous_joint_score_corr_with_zero,catalog_residual_true_best_anchor_index,catalog_residual_true_best_anchor_score,catalog_residual_true_anchor_logmean_score,catalog_residual_true_anchor_score_gap,catalog_residual_true_anchor_aggregate_count,trajectory_rmse,trajectory_corr_x,trajectory_corr_y,trajectory_corr_mean,trajectory_r2,trajectory_hat_rms,trajectory_true_rms,true_residual_lift,continuous_top_comp_residual_lift,true_lift_minus_top_comp_lift,transition_best_to_residual,margin_gain_vs_best_single
99,483,241,response_tables/trial_00241_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8237,-1,8,0.090948536992073,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8237,True,1.0,1.142824687223765,-471.19594991767394,1,source_row:420,False,4.0,-9.554852796001969,-494.6792279617507,2,source_row:7543,False,3.0,-0.4939973364421917,-476.6781349870707,2,source_row:7543,False,3.0,-0.3179424960364372,-473.9694337712734,2,source_row:7543,False,3.0,-0.4013793585340863,-474.5480407473223,20.1311872144284,-0.7620291424257253,8,-473.5891454111188,-476.1975777568331,2.6084323457142773,2,0.1093571166644704,0.3911385174326143,0.4169476995167713,0.4040431084746928,-0.6609693025918388,0.097621135299054,0.0848528136945113,-0.5786069760489454,-0.4951701135512394,-0.08343686249770599,both_wrong,-0.08343686249764909
100,484,242,response_tables/trial_00242_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8237,-1,13,0.1219100058078765,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8237,True,1.0,1.142824687223765,-471.19594991767394,1,source_row:420,False,4.0,-9.554852796001969,-494.6792279617507,2,source_row:7543,False,3.0,-0.0203241583920998,-476.98950960306286,0,source_row:8237,True,1.0,0.2695476757511983,-474.77518425160974,0,source_row:8237,True,1.0,0.2021728610708919,-474.99309831759246,19.686129644158257,-0.9749143606597426,9,-474.4951694660659,-475.9324121016581,1.4372426355922698,2,0.1592305365818309,-0.7033374277641,0.6874388947313498,-0.0079492665163751,-2.5214394178816586,0.1134785821947872,0.0848528136945113,-0.21791406598271124,-0.15053925130240486,-0.06737481468030637,both_correct,-0.0673748146803064
101,485,242,response_tables/trial_00242_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8237,-1,2,0.0884285643696785,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8237,True,1.0,1.142824687223765,-471.19594991767394,1,source_row:420,False,4.0,-9.554852796001969,-494.6792279617507,2,source_row:7543,False,3.0,-0.6467603403875728,-477.09849860815865,2,source_row:7543,False,3.0,-0.4017097692833999,-474.9820731900455,2,source_row:7543,False,3.0,-0.5481412474008494,-474.8797257091655,19.799502252585228,-0.7292636712978078,9,-474.5886841521644,-476.111472639042,1.5227884868775163,2,0.0921329868402285,0.6553848700917329,0.653497384876021,0.654441127483877,-0.1789565657889205,0.1074281302006116,0.0848528136945113,0.10234748088004153,0.24877895899749092,-0.1464314781174494,both_wrong,-0.14643147811744944
102,486,243,response_tables/trial_00243_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,0,0.0148502513766288,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0220741213921087,-349.6192385789551,1,source_row:8387,False,2.0,-0.0638058537601296,-350.5258086900158,0,source_row:8352,True,1.0,0.010170918839492,-350.51561256652377,0,source_row:8352,True,1.0,0.0178039666391214,-349.8101189778077,0,source_row:8352,True,1.0,0.0194919404610232,-349.90640719749683,0.619401492518989,0.4777153806963841,7,-349.7843138981943,-350.41430857193257,0.6299946737382811,2,0.0189952826424046,0.6567932497314031,0.5588055783139044,0.6077994140226537,-1.7076939049014546,0.0229497121435959,0.011543725110373,-0.0962882196891428,-0.09797619351104458,0.0016879738219017781,both_correct,0.0016879738219018024
103,487,243,response_tables/trial_00243_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,13,0.0197343174368143,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0220741213921087,-349.6192385789551,1,source_row:8387,False,2.0,-0.0638058537601296,-350.5258086900158,0,source_row:8352,True,1.0,0.0008016469579388,-350.6710085156981,0,source_row:8352,True,1.0,0.010787596523528,-349.9781861573942,1,source_row:8387,False,2.0,-0.000795920768553,-350.0525826988532,0.4732259911626215,0.8069129240412715,11,-349.9399758818478,-350.52731808408697,0.5873422022391992,2,0.0277100915771335,0.2343466583356653,-0.0584410043738828,0.0879528269808912,-4.762142167909094,0.0252914331869236,0.011543725110373,-0.07439654145900931,-0.06281302416692824,-0.01158351729208107,lost_by_residual,-0.011583517292081
104,488,244,response_tables/trial_00244_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,15,0.0391302332282066,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0284191684224879,-449.0030569178051,1,source_row:8387,False,3.0,-0.2508386076058286,-457.8393507969578,0,source_row:8352,True,1.0,0.0109694272069305,-451.53316301922337,0,source_row:8352,True,1.0,0.006702563043234,-449.8565870381516,0,source_row:8352,True,1.0,0.0106196926499819,-450.1050567726472,7.734294024310543,0.041629360545938,9,-449.8078782124742,-451.01298068277055,1.2051024702963673,2,0.0426319145005759,-0.413747092170925,-0.5034898485544114,-0.4586184703626682,-2.4097122382341274,0.0288091455126703,0.0230874502207461,-0.24846973449558618,-0.252386864102391,0.003917129606804792,both_correct,0.0039171296067479
105,489,244,response_tables/trial_00244_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,2,0.0365111269056797,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0284191684224879,-449.0030569178051,1,source_row:8387,False,3.0,-0.2508386076058286,-457.8393507969578,0,source_row:8352,True,1.0,0.0343040994550847,-451.6186614943583,0,source_row:8352,True,1.0,0.0374810631238915,-449.8137902187758,0,source_row:8352,True,1.0,0.023299841253447,-450.1820718213753,7.657278975582471,-0.0993509217203515,9,-449.7627052264563,-451.0558896346553,1.2931844081990107,2,0.0487944368512418,-0.6981618467711312,0.6579217439749209,-0.0201200513981051,-3.4667194527600635,0.049902171901567,0.0230874502207461,-0.3682816025994953,-0.35410038072910766,-0.014181221870387617,both_correct,-0.014181221870444502
106,490,245,response_tables/trial_00245_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,12,0.059704266488552,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0465436959939324,-568.1274443308496,3,source_row:2518,False,3.0,-0.7976802503393401,-596.3651037690546,0,source_row:8352,True,1.0,0.0218386060371358,-570.983640393784,0,source_row:8352,True,1.0,0.0315088154119393,-569.6757997120895,0,source_row:8352,True,1.0,0.0178218759990613,-569.8397016992038,26.52540206985077,-0.0245929784169183,7,-569.6183982278994,-570.5885530064681,0.9701547785687126,2,0.0548986939746948,0.7601487247577567,0.6715750627603293,0.7158618937590431,-0.413552979026242,0.0729631362795015,0.0461749004414922,-0.16390198711428638,-0.15021504770140837,-0.013686939412878019,both_correct,-0.013686939412877998
107,491,245,response_tables/trial_00245_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8352,-1,15,0.0832333490252494,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8352,True,1.0,0.0465436959939324,-568.1274443308496,3,source_row:2518,False,3.0,-0.7976802503393401,-596.3651037690546,1,source_row:8387,False,2.0,-0.0022459386573245,-571.2289230790165,0,source_row:8352,True,1.0,0.0239136837086562,-569.9795392054499,0,source_row:8352,True,1.0,0.0091781908612347,-570.0919154304461,26.27318833860852,0.4411601564161874,0,-569.846006780899,-570.8663002538946,1.020293472995604,2,0.0928027165010701,0.6711676361946548,-0.562694625430527,0.0542365053820639,-3.039330999463938,0.0705663513690142,0.0461749004414922,-0.11237622499618283,-0.09764073214876134,-0.014735492847421483,both_correct,-0.014735492847421502
108,492,246,response_tables/trial_00246_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,12,0.0169827695935964,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0306568688342281,-334.0360056377727,0,source_row:8387,True,1.0,0.0570172327879276,-334.4005816582717,1,source_row:8352,False,2.0,-0.0214144619089893,-335.2682057200629,0,source_row:8387,True,1.0,0.0212678692630561,-334.20437574105586,0,source_row:8387,True,1.0,0.0048029386207986,-334.3855480660101,0.0150335922616022,0.568303256150844,12,-334.18953605891994,-335.0177613629846,0.828225304064631,2,0.0117487458785883,0.2652103105249487,0.643887759113002,0.4545490348189753,-0.5045978967283129,0.0100738327428064,0.0095781423024735,-0.1811723249542183,-0.1647073943119608,-0.016464930642257514,both_correct,-0.0164649306422575
109,493,246,response_tables/trial_00246_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,1,0.0188943557441234,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0306568688342281,-334.0360056377727,0,source_row:8387,True,1.0,0.0570172327879276,-334.4005816582717,1,source_row:8352,False,2.0,-0.0092177616547814,-335.3037190558814,0,source_row:8387,True,1.0,0.0348136575142348,-334.2519421496628,0,source_row:8387,True,1.0,0.0142367559869285,-334.40418007081445,-0.0035984125427717,0.8632231065356962,12,-334.2301986292371,-335.0652245722883,0.8350259430511642,2,0.0191801001744623,0.3475946216638272,-0.5601281898095583,-0.1062667840728655,-3.009951981424777,0.0132967726897467,0.0095781423024735,-0.15223792115165224,-0.13166101962434595,-0.02057690152730629,both_correct,-0.020576901527306297
110,494,247,response_tables/trial_00247_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,7,0.0300674717873334,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0281042837711993,-417.0832174968372,0,source_row:8387,True,1.0,0.1735619940070591,-421.81790002194793,0,source_row:8387,True,1.0,0.0116041402075666,-418.61986995387633,1,source_row:8352,False,2.0,-0.0017267399829279,-417.80510260690016,0,source_row:8387,True,1.0,0.0097005620052073,-417.8366768372212,3.98122318472673,0.0394118998827414,4,-417.7005341281968,-418.26278853455193,0.5622544063551231,2,0.0358572799917462,0.2512745900206598,0.2124302854314878,0.2318524377260738,-2.503742033880385,0.0338583134837718,0.019156284604947,-0.03157423032104134,-0.04300153230911974,0.011427301988078398,rescued_by_residual,0.0114273019881352
111,495,247,response_tables/trial_00247_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,1,0.0289772190153598,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0281042837711993,-417.0832174968372,0,source_row:8387,True,1.0,0.1735619940070591,-421.81790002194793,0,source_row:8387,True,1.0,0.0268178288498575,-418.5774520156775,0,source_row:8387,True,1.0,0.025620638260591,-417.72246437857314,0,source_row:8387,True,1.0,0.025317959328504,-417.7949969019335,4.022903120014462,0.31399818023662,5,-417.6760667143076,-418.2209429041134,0.544876189805791,2,0.030198778319312,-0.2449240895444179,0.3148853009844917,0.0349806057200369,-1.485170482778151,0.0275580215762018,0.019156284604947,-0.07253252336033711,-0.07222984442825009,-0.00030267893208701935,both_correct,-0.000302678932087002
112,496,248,response_tables/trial_00248_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,2,0.0628041625022888,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0493214614892849,-583.7517664788244,2,source_row:2518,False,2.0,-0.2788905581518293,-612.7770048925934,0,source_row:8387,True,1.0,0.0131676013841115,-587.7917850934818,0,source_row:8387,True,1.0,0.023616800185664,-586.433677187651,0,source_row:8387,True,1.0,0.0110913459553785,-586.4399344334154,26.337070459178,-0.2853198243981794,4,-586.0957473481795,-587.1688909049425,1.0731435567629433,2,0.0710128197346858,0.2753412639562271,0.2072136044911985,0.2412774342237128,-2.435507987473174,0.0664924720008663,0.038312569209894,-0.006257245764345498,0.006268208465940006,-0.012525454230285504,both_correct,-0.012525454230285499
113,497,248,response_tables/trial_00248_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8387,-1,10,0.0698294341564178,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8387,True,1.0,0.0493214614892849,-583.7517664788244,2,source_row:2518,False,2.0,-0.2788905581518293,-612.7770048925934,1,source_row:8352,False,2.0,-0.0137631855203608,-588.2151336236775,1,source_row:8352,False,2.0,-0.0181423160028089,-586.7561446996282,3,source_row:3076,False,3.0,-0.1386443905748819,-586.6979486033097,26.0790562892837,-0.6832832537151196,4,-586.3809063634363,-587.3688746259854,0.9879682625490886,2,0.082174946997345,0.351191963535678,-0.2599883543056356,0.0456018046150212,-3.6004076024667064,0.0676622095712656,0.038312569209894,0.05819609631851108,0.3077309532511663,-0.2495348569326552,both_wrong,-0.120502074572073
114,498,249,response_tables/trial_00249_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,6,0.0182226635515689,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.3314660569600391,-249.5632776972835,0,source_row:8547,True,1.0,0.2515685892270767,-249.90238731122008,0,source_row:8547,True,1.0,0.1037874215474516,-250.25237419997453,0,source_row:8547,True,1.0,0.1907647058891939,-249.81475327344,0,source_row:8547,True,1.0,0.1527538370980607,-249.8838319856908,0.01855532552932,0.9994189474709388,8,-249.7990189102136,-250.20875874656232,0.4097398363487343,2,0.0206976957219783,0.0078990516359823,0.3711873623513957,0.189543206993689,-1.9613901402348104,0.0170714900119996,0.0120274673053879,-0.06907871225078566,-0.03106784345959568,-0.03801086879118998,both_correct,-0.03801086879113319
115,499,249,response_tables/trial_00249_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,1,0.0169864222407341,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.3314660569600391,-249.5632776972835,0,source_row:8547,True,1.0,0.2515685892270767,-249.90238731122008,0,source_row:8547,True,1.0,0.2150162478430672,-250.4942634831237,0,source_row:8547,True,1.0,0.2978205812308943,-249.7510150965662,0,source_row:8547,True,1.0,0.2146540844111371,-249.8874525746268,0.0149347365932897,0.9993449289680228,1,-249.72779631896685,-250.4338732956312,0.7060769766643205,2,0.0154335935555854,-0.0449660897715666,0.2988801066772454,0.1269570084528394,-0.6465910396474948,0.0132486604596226,0.0120274673053879,-0.13643747806059991,-0.05327098124089957,-0.08316649681970034,both_correct,-0.08316649681975719
116,500,250,response_tables/trial_00250_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,11,0.0396356396377086,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.4919342425959598,-282.6343453591769,0,source_row:8547,True,1.0,0.4284662067419162,-284.3672200935445,1,source_row:1709,False,2.0,-0.0944796008292314,-284.73382911409755,0,source_row:8547,True,1.0,0.0353360039808308,-283.63487969811183,0,source_row:8547,True,1.0,0.0099519741460767,-283.7294339685777,0.6377861249667944,0.9438383608104666,8,-283.5621191876195,-284.41417876629123,0.8520595786717422,2,0.0486246501285727,-0.2305933521905064,-0.3559572406151349,-0.2932752964028207,-3.086058851813469,0.0394085188804726,0.0240549346107758,-0.09455427046589193,-0.06917024063113786,-0.025384029834754074,both_correct,-0.0253840298347541
117,501,250,response_tables/trial_00250_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,11,0.0346354059875011,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.4919342425959598,-282.6343453591769,0,source_row:8547,True,1.0,0.4284662067419162,-284.3672200935445,0,source_row:8547,True,1.0,0.2367719563258106,-285.0628667974779,0,source_row:8547,True,1.0,0.2992186698027694,-283.5493959187881,0,source_row:8547,True,1.0,0.2978847597214553,-283.6913343106294,0.6758857829151452,0.9548766106955436,9,-283.4082138273008,-284.8240562099944,1.415842382693654,2,0.054049653985168,0.1587429231363568,-0.5612712653936416,-0.2012641711286424,-4.0486756984590935,0.0381812176784164,0.0240549346107758,-0.1419383918412791,-0.14060448175990814,-0.0013339100813709592,both_correct,-0.0013339100813141158
118,502,251,response_tables/trial_00251_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,10,0.0810663923621177,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.830209235819666,-368.7914316045496,3,source_row:7434,False,2.0,-1.5465752266637196,-379.22287849158096,1,source_row:1709,False,2.0,-0.0340989370860143,-373.241440544748,1,source_row:1709,False,2.0,-0.2953136713489357,-372.42283917406144,1,source_row:1709,False,2.0,-0.1969150028048147,-372.2515103334992,6.971368158081759,-0.8669688059861204,15,-372.1017565052138,-372.8806197667594,0.7788632615456095,2,0.0914090718564732,-0.1119149053331029,-0.2691228523476757,-0.1905188788403893,-2.6100253020252926,0.0750808878001278,0.0481098692215517,0.1713288405622393,0.07293017201811836,0.09839866854412094,both_wrong,0.09839866854412102
119,503,251,response_tables/trial_00251_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:8547,-1,10,0.0718961954116821,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8547,True,1.0,0.830209235819666,-368.7914316045496,3,source_row:7434,False,2.0,-1.5465752266637196,-379.22287849158096,0,source_row:8547,True,1.0,0.3112526150895291,-373.164543887856,0,source_row:8547,True,1.0,0.2492390894864797,-371.9009188925767,0,source_row:8547,True,1.0,0.2672724790746201,-371.88822353275873,7.334654958822227,-0.8401680547954257,10,-371.4420389788232,-372.5955349454502,1.1534959666270197,2,0.0689089460759745,-0.1792275130252609,0.5045801190627475,0.1626763030187432,-1.0515535744147244,0.0743236302051972,0.0481098692215517,0.012695359817996632,0.02480299092093219,-0.012107631102935557,both_correct,0.01803338958814041
120,504,252,response_tables/trial_00252_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:8553,-1,3,0.0184330847114324,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:8553,True,1.0,0.3645084633554347,-295.76452577968405,2,source_row:10423,False,3.0,-0.1038198225273845,-297.2607577139425,0,source_row:8553,True,1.0,0.0498553512821899,-296.9684386266582,0,source_row:8553,True,1.0,0.0927440044606555,-296.2053545511865,0,source_row:8553,True,1.0,0.1103746537031611,-296.29406942284606,0.9666882910964888,0.680963662037507,0,-296.1263391091998,-296.83016863809183,0.7038295288920153,2,0.032337033341965,0.3084977635924869,-0.0823090576597574,0.1130943529663647,-6.12514851693605,0.0319825352297543,0.0121144363877722,-0.08871487165959024,-0.10634552090203897,0.017630649242448726,both_correct,0.017630649242505597
