table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_trajectories,n_timebins,n_units,true_candidate_index,true_image_id,true_trajectory_index,nearest_trajectory_index,nearest_trajectory_distance,kalman_alpha,kalman_process_var,observation_model,time_smoothing_sigma,time_shrinkage,continuous_score_mode,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,basis_source,basis_dim,known_pred_candidate_index,known_pred_image_id,known_correct,known_true_rank,known_true_margin,known_true_score,zero_pred_candidate_index,zero_pred_image_id,zero_correct,zero_true_rank,zero_true_margin,zero_true_score,joint_pred_candidate_index,joint_pred_image_id,joint_correct,joint_true_rank,joint_true_margin,joint_true_score,best_single_tau_pred_candidate_index,best_single_tau_pred_image_id,best_single_tau_correct,best_single_tau_true_rank,best_single_tau_true_margin,best_single_tau_true_score,continuous_joint_pred_candidate_index,continuous_joint_pred_image_id,continuous_joint_correct,continuous_joint_true_rank,continuous_joint_true_margin,continuous_joint_true_score,continuous_joint_minus_zero_true_score,continuous_joint_score_corr_with_zero,catalog_residual_true_best_anchor_index,catalog_residual_true_best_anchor_score,catalog_residual_true_anchor_logmean_score,catalog_residual_true_anchor_score_gap,catalog_residual_true_anchor_aggregate_count,trajectory_rmse,trajectory_corr_x,trajectory_corr_y,trajectory_corr_mean,trajectory_r2,trajectory_hat_rms,trajectory_true_rms,true_residual_lift,continuous_top_comp_residual_lift,true_lift_minus_top_comp_lift,transition_best_to_residual,margin_gain_vs_best_single
21,21,10,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:369,-1,1,0.0408594645559787,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:369,True,1.0,0.95852760332275,-430.4368154392996,0,source_row:369,True,1.0,2.1872862703841065,-434.97318125818754,0,source_row:369,True,1.0,0.5042000899963455,-432.82689806886833,0,source_row:369,True,1.0,0.3939274586581405,-431.6852995086622,0,source_row:369,True,1.0,0.4437731324630363,-431.8251336003534,3.1480476578341268,0.989919459009811,7,-431.5521449309546,-432.5454573317108,0.9933124007561672,2,0.0463021705994689,0.3875660360576471,-0.0088501082664037,0.1893579638956217,-2.1204262068114867,0.0389864299161627,0.0262116519435045,-0.1398340916912275,-0.18967976549618015,0.04984567380495264,both_correct,0.049845673804895796
22,22,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:369,-1,0,0.0686771944165229,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:369,True,1.0,1.553352968320041,-541.1668495072911,0,source_row:369,True,1.0,4.733353383313784,-560.7739258728324,0,source_row:369,True,1.0,1.0173480143967026,-544.8654602000471,0,source_row:369,True,1.0,0.5839319250958397,-544.1688284489175,0,source_row:369,True,1.0,0.8686274918314894,-543.5925833646637,17.181342508168655,0.9348406211111052,2,-543.4748213856014,-543.9779268616973,0.5031054760958114,2,0.0783698475259183,0.1529047438577215,0.1571301301289071,0.1550174369933143,-1.2348543646865902,0.0646355764150265,0.0524233038870091,0.5762450842537419,0.2915495175180922,0.28469556673564966,both_correct,0.28469556673564966
23,23,11,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:369,-1,13,0.0863324925303459,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:369,True,1.0,1.553352968320041,-541.1668495072911,0,source_row:369,True,1.0,4.733353383313784,-560.7739258728324,0,source_row:369,True,1.0,0.8020488549626634,-545.5060539229196,0,source_row:369,True,1.0,1.0079681632551,-544.3612464357284,0,source_row:369,True,1.0,0.9727103303156356,-543.8807925070917,16.89313336574071,0.9836939968026088,8,-543.5966299973326,-544.4400726493826,0.8434426520500438,2,0.10947150699904,0.6811900079993687,0.0329084021511236,0.3570492050752462,-3.360671958551892,0.1002831042369093,0.0524233038870091,0.4804539286367344,0.515711761576199,-0.035257832939464606,both_correct,-0.035257832939464495
24,24,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,0,0.0345378145575523,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.7872621131017468,-423.35878097503326,0,source_row:420,True,1.0,0.3750161539097121,-428.73218107649416,0,source_row:420,True,1.0,0.3035621502136223,-425.88180581995215,0,source_row:420,True,1.0,0.496059863578921,-424.47970037380657,0,source_row:420,True,1.0,0.4791741562553397,-424.353611607983,4.378569468511159,0.8734854448144644,2,-424.1842336561364,-424.8199993273458,0.6357656712094126,2,0.0590753357915843,0.8179549740868043,-0.3613430791776579,0.2283059474545732,-1.6693983018296006,0.0819506742460134,0.0361575927549642,0.12608876582356743,0.14297447314709189,-0.016885707323524457,both_correct,-0.0168857073235813
25,25,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,8,0.0494160540401935,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.7872621131017468,-423.35878097503326,0,source_row:420,True,1.0,0.3750161539097121,-428.73218107649416,0,source_row:420,True,1.0,0.3227183147127448,-426.0725682053546,0,source_row:420,True,1.0,0.3402198426467748,-424.346834905679,0,source_row:420,True,1.0,0.4365005502094732,-424.5140393179415,4.218141758552633,0.7585882469302617,1,-424.2188347836085,-425.3191160073136,1.1002812237050534,2,0.0930722179852577,0.9150916627146968,0.5857926241823185,0.7504421434485076,-5.625842516097744,0.0969809707540654,0.0361575927549642,-0.16720441226254934,-0.2634851198252477,0.09628070756269835,both_correct,0.09628070756269841
26,26,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,11,0.0546388961374759,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.8229884983439888,-481.6205119410456,0,source_row:420,True,1.0,0.3541381209786323,-495.144817799574,0,source_row:420,True,1.0,0.3505313583870588,-484.8824003399216,0,source_row:420,True,1.0,0.5886335490557713,-483.4772256119305,0,source_row:420,True,1.0,0.2506182130667298,-483.2869754896236,11.8578423099504,0.751923981746484,11,-483.1034501425014,-484.0523759331501,0.9489257906486728,2,0.1202955343317182,0.8179099927795559,-0.5016088151811906,0.1581505887991826,-1.7671965135827437,0.1584867586012588,0.0723151855099284,0.19025012230690663,0.5282654582960049,-0.3380153359890983,both_correct,-0.33801533598904143
27,27,13,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,6,0.0989503636956214,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.8229884983439888,-481.6205119410456,0,source_row:420,True,1.0,0.3541381209786323,-495.144817799574,0,source_row:420,True,1.0,0.9102878294391415,-484.707787268056,0,source_row:420,True,1.0,0.4655262139310707,-483.73435105307567,0,source_row:420,True,1.0,0.6217090697846288,-483.4632515272911,11.681566272282907,0.6445888617070911,11,-483.2600089306856,-484.0750113975513,0.8150024668656783,2,0.1572277203869634,-0.8191662496364298,-0.5511018239702511,-0.6851340368033405,-3.727148288857202,0.1275162205138457,0.0723151855099284,0.27109952578456387,0.5987312170943824,-0.3276316913098185,both_correct,0.15618285585355812
28,28,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,9,0.0503900274634361,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.7671719944580673,-494.7629398452931,0,source_row:420,True,1.0,0.347763839154652,-510.37708960782646,0,source_row:420,True,1.0,0.3007850384476569,-497.0458957880441,0,source_row:420,True,1.0,0.4928214289515154,-495.68555058919446,0,source_row:420,True,1.0,0.4365491423836261,-495.8674072001165,14.509682407709988,0.7989262756102974,9,-495.4997360225083,-496.650678604964,1.1509425824556845,2,0.066656393483923,0.89835626818665,-0.5247818684082076,0.1867871998892212,0.382906283373997,0.1187081263855129,0.0848528140534535,-0.18185661092201144,-0.12558432435412215,-0.056272286567889296,both_correct,-0.056272286567889296
29,29,14,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:420,-1,6,0.1211335361003875,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:420,True,1.0,0.7671719944580673,-494.7629398452931,0,source_row:420,True,1.0,0.347763839154652,-510.37708960782646,0,source_row:420,True,1.0,0.498968959393494,-497.43308113478406,0,source_row:420,True,1.0,0.3096375079708764,-496.25269508614826,0,source_row:420,True,1.0,0.4543135917057839,-496.3437224392917,14.033367168534824,0.7251819027099882,15,-496.0670655122776,-497.0163118652055,0.949246352927844,2,0.1067542205443164,0.782515467384581,0.7057956043808298,0.7441555358827054,-0.5828421556203311,0.0939063045947045,0.0848528140534535,-0.09102735314343136,-0.23570343687822515,0.1446760837347938,both_correct,0.14467608373490748
30,30,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,13,0.0183938909322023,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-388.838327923739,0,source_row:454,True,1.0,0.0,-391.7403853314136,0,source_row:454,True,1.0,0.0,-390.6514808350552,0,source_row:454,True,1.0,0.0,-389.7482952296398,0,source_row:454,True,1.0,0.0,-389.8271997778864,1.913185553527228,0.9515282519843712,8,-389.6572731160872,-390.4547211964504,0.7974480803632105,2,0.0352040006852646,0.0933202553119147,0.307209006524603,0.2002646309182589,-4.870287667697809,0.0349224800273388,0.0145298900789931,-0.0789045482466122,-0.0789045482466122,0.0,both_correct,0.0
31,31,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,13,0.0215728152543306,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-388.838327923739,0,source_row:454,True,1.0,0.0,-391.7403853314136,0,source_row:454,True,1.0,0.0,-390.8292479765884,0,source_row:454,True,1.0,0.0,-389.6995634596203,0,source_row:454,True,1.0,0.0,-389.8709291915703,1.8694561398432936,0.8063079557333316,13,-389.60890271607167,-390.60828497130376,0.999382255232092,2,0.0310369739316307,0.5920285047528481,-0.361272728431904,0.115377888160472,-3.56282786706102,0.0308614915562653,0.0145298900789931,-0.17136573195000437,-0.17136573195000437,0.0,both_correct,0.0
32,32,16,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,0,0.035708237439394,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-472.6984365927987,0,source_row:454,True,1.0,0.0,-484.2003457816842,0,source_row:454,True,1.0,0.0,-475.47178151141,0,source_row:454,True,1.0,0.0,-474.3197591080412,0,source_row:454,True,1.0,0.0,-473.9923743635664,10.207971418117836,0.963959767024567,0,-473.8692653144977,-474.4993846952007,0.6301193807030359,2,0.0573946649263347,-0.4216017540184888,-0.3907542593527013,-0.406178006685595,-2.900842365358393,0.0398545797105139,0.0290597801579862,0.3273847444747844,0.3273847444747844,0.0,both_correct,0.0
33,33,16,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,8,0.043026216328144,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-472.6984365927987,0,source_row:454,True,1.0,0.0,-484.2003457816842,0,source_row:454,True,1.0,0.0,-475.2445298407004,0,source_row:454,True,1.0,0.0,-474.3940083088938,0,source_row:454,True,1.0,0.0,-474.21703940286864,9.98330637881554,0.771958362974319,15,-474.12281536608623,-474.6077791010672,0.4849637349809654,2,0.050810403743929,-0.2146190723238726,0.0046126951616637,-0.1050031885811044,-2.057177416701943,0.0381313813924204,0.0290597801579862,0.17696890602513804,0.17696890602513804,0.0,both_correct,0.0
34,34,17,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,7,0.0845974832773208,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-560.2011437033982,0,source_row:454,True,1.0,0.0,-587.9657667372019,0,source_row:454,True,1.0,0.0,-564.768615380944,0,source_row:454,True,1.0,0.0,-563.6755502815201,0,source_row:454,True,1.0,0.0,-563.3147273219887,24.651039415213177,0.9970464566823496,9,-563.0774280255565,-564.0286676516006,0.951239626044071,2,0.1255609666760803,0.3781900414604262,0.0632217666880261,0.2207059040742262,-3.667288651782224,0.1220068710910775,0.0581195603159724,0.36082295953144694,0.36082295953144694,0.0,both_correct,0.0
35,35,17,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:454,-1,7,0.093567281961441,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:454,True,1.0,0.0,-560.2011437033982,0,source_row:454,True,1.0,0.0,-587.9657667372019,0,source_row:454,True,1.0,0.0,-564.7851116515877,0,source_row:454,True,1.0,0.0,-563.7939208343703,0,source_row:454,True,1.0,0.0,-563.6058881670285,24.35987857017335,0.8476245078654184,9,-563.435274624202,-564.2118038406943,0.7765292164923494,2,0.0992569456632198,0.3928143910430101,-0.0623927013351008,0.1652108448539546,-1.9166020293542307,0.0949160387353687,0.0581195603159724,0.1880326673417585,0.1880326673417585,0.0,both_correct,0.0
36,36,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:455,-1,15,0.019874345511198,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:455,True,1.0,0.0,-359.2773451048349,0,source_row:455,True,1.0,0.0,-360.6340790030024,0,source_row:455,True,1.0,0.0,-360.8751656260297,0,source_row:455,True,1.0,0.0,-359.83333551936266,0,source_row:455,True,1.0,0.0,-360.0008584845385,0.6332205184638724,0.9438649978240988,11,-359.7926100068622,-360.7191835578181,0.9265735509558796,2,0.021393939680005,0.3684508332538049,0.122301072819125,0.2453759530364649,-2.284246426810008,0.0204413754259732,0.0118051877619768,-0.16752296517586274,-0.16752296517586274,0.0,both_correct,0.0
37,37,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:455,-1,15,0.0202939249575138,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:455,True,1.0,0.0,-359.2773451048349,0,source_row:455,True,1.0,0.0,-360.6340790030024,0,source_row:455,True,1.0,0.0,-361.09310179656063,0,source_row:455,True,1.0,0.0,-359.8792176854756,0,source_row:455,True,1.0,0.0,-360.0714526986752,0.562626304327182,0.8466625966450967,15,-359.8521768121302,-360.91546622383913,1.0632894117089222,2,0.0163614646933661,0.6734259247832042,-0.2789034315583619,0.1972612466124211,-0.9208725977606677,0.0173467827398739,0.0118051877619768,-0.19223501319959269,-0.19223501319959269,0.0,both_correct,0.0
38,38,19,response_tables/trial_00019_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:455,-1,3,0.0399310998618602,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:455,True,1.0,0.0,-431.5111687400132,0,source_row:455,True,1.0,0.0,-438.3697110798085,0,source_row:455,True,1.0,0.0,-434.03043885506935,0,source_row:455,True,1.0,0.0,-433.1039827705655,0,source_row:455,True,1.0,0.0,-433.0098780046621,5.359833075146298,0.9655992262578104,0,-432.8667473244438,-433.4842563157184,0.617508991274633,2,0.077176197626915,0.2811276017081209,0.2481846735359966,0.2646561376220587,-9.684666375620909,0.0790632561140416,0.0236103755239536,0.09410476590340977,0.09410476590340977,0.0,both_correct,0.0
